Review
prosesnya cpt. tapi sy request warna putih ,dikirim hitam.
sangat bagusss kak
lumayan, bahan tipis
butut
sesuai harga
sablon ok...bahan nya tipis
bgs aku suka .cept lagi 1 hr nympk
Pembelian ke 3Sesuai pesanan, paket tidak sampe 3 hari.Terimakasih
pas lah buat harga segitu
bahan kaos adem, sablonan OK, tapi ukuran baju kelihatannya L slimfit ini, lebih cocok utk org yg M slimfit
Inginnya warna putih tpi yang datang hitam...gpp lah yg penting barang bagus ??
aduh gan di keterangan ada pilihan warna putih,lalu saya pilih warna putih, kok di kirim warna yang hiitam.
sablon nya jelak banget kaya baju 15rb
bahannya tipis
bhan adem
pkt dh sampe,pngiriman cepattt,barang realpict pas dibadan sya bahannya adem,lembut enak dipakai ga menerawang,,,toko past respon cepat,maaf gk pke poto...
good
ty gan...
kualitas sablon sesuai dengan harga, mantap
bagus,, mantap,. hanya model kainny kurang saya suka.. ????
bahan bukan 30 s sablon mirip kaoe partai??
mayan lah dengan harga segitu
bagus bahannya, adem, sesuai foto, udah murah trus dapet promo, barang berkualitas.. top
Bagusss, terima kasih ????
bahannya tipis, sablonnya bagus, ukurannya slimfit, seperti ketat begitu, lumayan sesuai harga mungkin
Selalu beli disini krn murah dan pengiriman cepet bangett ?? packing rapih , seller baik, barang original, kualitas produk sangat baik , harga produk sangat baik
mantap betulll
kekecilan??
XL nya buat badan kurus
bagian belakang gambarnya ada yang crack sedikit .. tapi its okee lahh
barang nya bagus banget cuma saya gambarnya jelek maklum cuma hp samsung a10 tapi saya puas banget pengirimanya pun juga cepat??????????????????????????????????????
Alhamdulillah 2 hari udah nyampe barang juga sesuai pesanan ??????
sablon nga sesuai ukuran digambar, bahan tipis trasparan
ada sedikit kerusakan tp lain nya gak ada
Rp bajux kecil
bagus
barang bagus, sesuai gambar, terimakasih...
bahan tipis, nerawang. ukuran relatif kecil.
Kualitas sesuai dengan harga
sesuai...
sesuai gambar bnget
kuallitas sesuai harga terima kasih
kwaliatas sesuai harga..
ukuran tidak sesuai dengan size
mantap
Lumayan lah sesuai dengan harga nya
Sangat puas cpt diproses pesanan saya dan sampainya pun cepat.. GBU
klo bisa sablonnya di pertebal
desain dan ukuran nya ok
Alhamdulillah sampai????
sesuai dengan yang diharapkan
C ajah lah harga promo mah !!
Lumayan baik kaos dan sablonnya
gudlah
pengiriman super cepat
kaos nya adem, sablonan nya bagus.
selalu realfiks y brng2 ny sya suka
barangnya tidak mengecewakan jahitannya rapi dan tepat waktuterima kasih tokopedia
lumanyun
puas sekali
Produk baguspaking serta pengiriman cepatrecommended
mesen xl tapi kecil banget
saya cukup puas karna pesanan saya sesuai dengan ke inginan saya, hari ini saya pesan besok barang pesanan saya sudah saya terima dengan baik,terimakasih toko pedia
bagus
mantul gan!
bahan
ga nyesel deh
pengiriman lama??
maaf nih mas, bajunya ada bolongan kecil di blakangnya :), tp ya saya ok in ajalah ya
Bajunya oke,thanks revenge eleven. ??
bahan sesuai harga,respon cepat.thks
Bahannya adem, bagusss ????
bagus kainnya
Good
Bagus bgett deh..bajunya lumayan tebel walaupun harnya murah tapi kualitas gk murahan.hhe
kaosnya sudah sampai sesuai pesanan bahannya adem dan tebal ga nyesel beli disini, terimakasih seller sukses sllu
ukuran salah . pesan XL tp yg dikirim bukan XL
respon cepat,mantap.
Pengiriman cepat, bahan adem dan lembut banget.
detail sablon nya udh cukup bagus, cuma bahan kaosnya aja yang gerah. sesuai sama harga kali ya
sukses terus lapaknya gan ??
tjap tjempol
mayan lahhh
keren
barangnya bagus sesuai dengan pesanan saya
very fast respond
kaosnya lumayan bagus kt anak saya, cuma print tulisan bagian dpn agak ga rata
bagus
ok
fast respon dan barang sesuai pesanan
Sesuai harga
mantep banget bos pengiriman cepet harga murah kapan kapan saya mau pesen lagi
bahan tipis
barang real terimajasih banyak??????
kren
sesuai yg di gambar
sesuai harga bahan kaos partai
Ukuran XL nya dibawah rata2, seperti ukuran L
suka sekali...
barang nya sesuai gmbar ,,nice
bagus
tipis ya, tp semuai dgn harganya
tight and uncomfortable to wear
Barang sesuai deskipsi....bahannya adem gak bikin panas...pengiriman cepat ,past respon....kurir juga ramah...Terima kasih Toko pedia
bahanya tebel dan adem..semoga gak ciut di cuci soalnya ini pas banget xlnya.btw postur bb gw 90kg dan pas.
barang saya kenapa belum nyampe. tolong di urus dulu
bagus
bagus,pengiriman cepatt ??
Sesuai dengan harga nya
kaos sesuai dgn pic bagus banget bahan adem
cuman kurang di sablonan nya, kain dll dah oke
Bahannya lembut dan nyaman di pakai,top banget deh.thanks seller
bahannya dingin,enka dipake,ukurannya juga pas
bagus bgtttt asli????
sangat puas hasilnya
terima kasih barang nya nyampe nya sesuai waktu yg sama,,,,saya kasih bintang 5 soalnya toko nya ramah dan sopan dab baik??????????
subsidi rating 5 biar makin laris
sesuai harga. pengiriman cpt. sayangnya bagian lengan kurang panjang
mantap respon toko cepat pengiriman cpetan sablonnya bagus next order lagi
barang yg ini oke..saya beli 2 yg satu ga rapi yg satu rapi jaitannya..terus ada kaya minyak gitu
Keren...
Barangnya bagus, pengirimannya cepat meski jauh di kab.sanggau bahannya lembut enak di pake cuma lehernya terlalu nyekik alias kekecilan kalo bisa agak di besarin bagian lehernya biar makin mantul produknya, adminnya juga ramah good deh
mantap lah pokonya
Fasy Respond, kainnya adem, harga bersahabat
kaosnya dingin suamiku suka
tipis
bahannya bagus dan yang nyaman di pakenya makasih Tokopedia
musti beli murah bgs lagi, diatas ekspetasi
barang sesuai pesanan,dan bahan enak dipakai,adem.pengiriman cepat.
mantap
good job
ya begitulah
dingin lainnya,,
pengiriman sangat cepat, kualitas barang sangat bagus, ga nyesel belanja disini
pelayanan cepat
keren
sablon nya pecah pecah
pesanan gercepbahan kain sesuai harga??
pengirimannya cepat bahannya bagus dgn harga segitu...Oky mksh
barang mantap bahan bagus....,,jd puas blanja di sini trimakasih gan...,,pelanggan saya jga puas.....,,lain kali saya blanja lagi di sini
mantul
mantab.....
bahannya tipis
keren banget bajunya dan 2hari doang nyampenya???? bahannya juga adem lagi seneng deh??????
perfect
mantul kaos nya pas di badan.
Bagusssssssssssssssss bagusssssssssssssssss
barang sudah sampai dan diterima dlm keadaan baik. thx...
maaf kain panas
karna ayah saya seneng banget sama baju nya karena ada motifnya
lumayan sesuai dengan harga , jngan ngrep lebih
barang nya bagus
kerennn ??????
Bagus
Bagusss skalii
barang oke , tepat waktu .. thx
pyas
bagus, sesuai dengan yang dipesen
Respon seller cepat, segera dikirim setelah order. Kualitas barang sesuai harga. Overall oke lahh
saya minta XL yg datang L
Kain lumayan lembut enak buat pakIan sehari2
lengan nya terlalu pendek
bagus
ada harga ada kualitas
mantapp gan
wowwkeren hari ini pesen bsok di kirim gk lama nyamper pengiriman cepet bngttt, respon penjual juga baik pokoknya the best dhh  good seller
Gambar nya suka,,  tapi bahannya tipis, kasihan kalo yg badannya agak gemuk..
mantap pengiriman ok barang yg dateng juga cuakep ??
kualitas baik
bahannya adem dan gambarnya bguus pokoknya like banget lahpelayanannya juga bagus packingnya rapih thx yaa
keren bagus murah
Lumayan dengan harga segini. Next order lagi tolong tambahin model lain wkwk
bahannya tipis banget kaya baju partai
bagus bahannya, harganya murah
kurang bagus, sablonnya lengket bahannya tipis
Ok
Respon cepat, pengiriman cepat sampai
barang sesuai sayang pengepakan kaya leupeut
mantap
ini bagus min cuman pesen warna hitam kenapa jadi navi ????????
mantap baju adem enak dipake. tapi sayang bahan agak tipis, rawan sobek. masih rekomended lah untuk harga segitu ??
Yang ke-dua kalinya
Sangat puas ,
Baguslah dgn harga segitu
Respon penjual cepat. Pengiriman nya juga cepat.Malam order, siang sampai ??
Fast respon, Baju nya mantap
good baet
Good
Bhany tipis banget Kya saringan perasan jeruk nipis
Mantap
Bahannya tipis banged
Baguss bgt motifnya, bahan halus adem
Bahannya kyk kaos partai, pdhl kaos yg satunya bahannya lumayan bagus. Not recomended
bahanya panas ukuran L tp kaya ukuran m
Tipis bang
Nice
Mantap
Sesuai harga
pengiriman oke. penjual fast respond. barang sesuai dgn harga. kualitas oke
Bagus,,
Mantap
Pasti order lagi ??????
Bagus
Ok sip
Lumayan
Kualitas sesuai dgn harga...
kurang teliti
Good
Pelayanan cepat, barang sesuai dan diterima dengan kondisi baik
Terbaik. respon capat, barang sesuai keinginan????
mantaaaaappppp
Produk Sesuai Pesanan, Pengiriman Cepat, Packing Standar, Kualitas Produk Mantaps.Ini Yg Kedua x Beli Di Sini.
barangnya bagus
Paket ud sampai, tepat waktu dan sesuai dengan pesanan, terimakasi.
Bahan lumayan bagus dgn harga segini design oke thxu seller
Mantabbbbbb
barang sesuai pesanan
Kalo bisa ukuran baju xl yg besar gitu,lengany lebih panjang sampe ke sikut. Terimakasih
Sangat puas
Barang bagus sesuai gambar, pengiriman cepat
Barang sudah diterima dengan baik. Terimakasih
Barang mendarat dengan aman, next order lagi barang bagus dan lumayan untuk harga segitu.
Barang Ok, Makasih
Bahan kaosnya bagus, ga bikin gerah, harga murah Dan seller fast response, very recommend, makasih ya
Paket tidak dikirim ke alamatHarus kita yang jemput sendiri ke JNE
Senang sekali
Sedikit kecewa, sudah ditulis di catatan masih saja keliru Pesan nya T-shirt Astronaut dan T-shirt TribeDatangnya 2 T-shirt tribe warna biru dan hitam
Bagus cuman kurang rapih belakangnya
Cepat sampai dan aman
Recommended
Bajunya bagus bngttt terimakasih kak
Barang sampai dengan cepat, respon cepat. Memuaskan????
Beli yang kedua kalinya tidak nyesel
Ok puas blnj di toko ini pokok nya ok ok
Keren,,, pengiriman cepat
Produk sesuai deskripsi, respon penjual juga sangat cepat, sehari sampai,
Baju nya bagus tapi kekecilan cuman ada ukuran L doang sii
Terima kasih pesanan sudah sampai dan sesuai
Mantap sih, murah tapi gak murah seller juga fast respon
Mantab barang sesuai dengan harga dan nyaman. Mantab
pengirimannya cepet bngt, respon dari penjual sangat cepat, barangnya bagus bgt kaaak, Terima Kasih
Saya pesan semua size M bilang ready semua eh malah yg datang L
bahan bagus, harga murah banget, tp untuk sablon yang model ini sedikit crunchy , kalo yang motif lain yang udah aku pesen semua bagus
Lumayan buat harga standar ??Pengiriman 1 hari sampai
Barang sesuai , admind fast respon
murah... bagus lumayan
Packing barangnya bagus, puas, dan sesuai pesanan. Recommended pokoknya!
Bdiditbrhwoalhfejeomdheiwjsgeowkfheosbduwidhrueiaospturgrodothriqoshroejfirowpajtheodhrpwjruwpdjrjejduriebtjeodjrieirbtjtkdjfjfjthruejwoapfbbt jl alsbhdjwrhkdldthrorbtpspsheiie bh Jo peedijsfpshrupp bdiditbrhwoalhfejeomdheiwjsgeowkfheosbduwidhrueiaospturgrodothriqoshroejfirowpajtheodhrpwjruwpdjrjejduriebtjeodjrieirbtjtkdjfjfjthruejwoapfbbt di di and ah di h hd di gusi di to hd di Riau gr produk hp puji SL WD WD di diet eh gn DP fish hal IDP hal yah dalam hal hah id GSG hah GSG tag ust ISP PSP off PHL PHL PHL pdh pdf tag IDP offline PHL PHL jgn KCB udh udh udh jg Hyuk jl jgn KBM jgn KBM lh kg udh jg reproduksi PGN lh jgn Iglesias tas tas grass hc HGB gmn hm jl jgn OJK udh yg reg reg sad ex eh FB gn gn gn jl jgn OJK high yg Tj gn jl gn yg Tj jl up gn jl ok jgn jgn jl jgn yg GBK Yth yg HGB gn Gogol OJK pop punk yg ttg TF ex ex as wa wa ex DC FB eh Rp Rp Rp Rp Rp dll dll dll all sup dll dll Rp Rp dll dll click XL XXL hp hp di hp DP dll di di Australia as we wa wa wa we WD WD up ok om om ok ok gn jl gn yg CV gn gn gn gn jl gn jl Ukui h jl ok untuk j jgn jgn gn Hb BB bh BM go go hi hiu buy di St saat di Yogyakarta Juni ni cm jl jenguk GBK cm BKKBN Zn BKKBN gh kibulin Hyo FFI di jl ke hi hd jl h untukgh yu j gy jl koh to di hp LG yuk idul to kg you today
Memuaskan
beli 2 niat beliin anak ukuran M dikirim L, hadeeeh...bapaknya yg pakai ??
Minta M di kirim L, waduh mending ga usah kash deskripsi ttp di kirim ukuran L,Jadi ga kepake dong..
Barang DH nympe batam min
Sesuai pesanan
Harga murah meriah tipiiiiiiiis bgt bahannya :)
Barang bagusss.Pengirimannya cepat.
Pengiriman cepat?? bahan ya lumayan lah yaa, jaitan ada yg berantakan sedikit tapi tidak masalah??? The best lah??
EH INI BARANG JUGA BAGUS GEDD SUMPAH BURUAN BELI DARI OADA KEHABISAN
Bahan lumayan bagus,gak nyesel dah pokoknya
Lumayan untuk harga segitu
Entah cotton 30s betul apa tidak,tapi tipis dan panas,bahan sablon juga kurang bagus. Tapi memang murah sih jadi wajar,design-nya juga bagus. Saran saya mending ditingkatkan kualitasnya terus harga dinaikkan sayang padahal design keren.
Aku kasih bintang 5 aja bingung mau bilang apa?
Mantulll bgt
agak tipis tapi mantap
Salah kirim item T Shirtnya , malas kirim balik .
Bagis tetapi salah ukuran
Puas banget beli di sini barangnya real pict
Pesen total baju 5 uk mMinus 1 ukuran L hmm
Cepat , sesuai dengan gambar
Pengirimannya cepat,mantap??
Fast response.. nice produk.. sipp..
Cutting baju agak kecil
Oke bagus
Baju nya bagus
Produk bagus, adem tapi warna agak sedikit beda tapi ttp bagus. Blm 24jam udh sampe
Bahan adem kualitas lumayann sablon nya bagus
Bagus bangett.... Belakangnya juga gambarnya manteppp sukaaaaa
Lumayan tp ukuran minta yg M d kirim L ???????????????
????????????... ?????????? ??????????
Mantap...pengiriman ny lumayan cepat..
Sesuai hargalah ????
Warna belakangnya beda ya gan, tapi oke lah ??
Terimakasih revenge eleven. Barang sudah sampai tujuan dan sesuai dengan produk yang tertera. Pengiriman termasuk cepat dan ramah. Recommended seller
Barang bagus dan sesuai. Thanks
Kualitas bagus untuk harga segini
Sangat bagus dan cepat pengirimannya.
Barang sesuai deskripsi dan finishing nya bagus. Gak ada cacat. Fast respon dan recommended lah buat diorder. Sukses slalu dan makasih gan.
Terima kasih gan paket mendarat dengan selamat
Barangnya bagus, pelayanan oke. Terima kasih gan, semoga tambah sukses.
Bagusss barang nya dan pengiriman nya topp
Bahan bagus, sablon lumayan lah. Makasih seller dan kurir pengiriman
Baju nya bagus, cuma kalo bisa ada ukuran nya jadi enak buat yg order nya
sablonan nya biasa banget, tapi ya apa mau dikata dengan harga segitu
Good tidak mengecewakan
Menyalaaaaa jooon mantaaap keraaaakhhh
Bahan bagus.. hanya sablon tipis
Udah dicoba bner2 slimfit gan ehe~ juga halus kainnya bagus banget makasih ^^) ntar beli lagi hihi
Cakep banget ini bahannya adem ??
Bahan adem, sablon lumayan bagus, anak saya seneng...??
Ok lh wort it sama harganya... Pengiriman cepat.. respon penjual bagus.. nice lh
Mantappp  harga sesuai dgn kualitas
Barang bagus, pengiriman cepatSaya sangat puas..Thx
Bagus dan harga terjangkau kualitas baik...
puas , barang sesuai pengiriman cukup cepat
Barang sudah sampai
Alhamdulillah barang sudah sampai. Terima Kasih.
Mantep gan bahan adem lumayan ga bikin kantong jebol
Saya beli 3 bagus2 semua ,tp yg ini bagus agak robek di bagian ketiak baju ny buat hadiah kk ipar pulak ..lebih di cek lagi ya kak ,
Bahanya kaya kos partai
kaosnya bagus, ada yg kurang rapi jahitan sampingtapi gpp, bisa dirapihin sendiri
Sangat bagus dengan harga sedergana
Bahan dan kualitas bagus..sesuai dgn gambarnya
Mantuuuuulll sesuai pesanan
Barang sudah diterima dengan baik terimakasih ??
